# stable_id|source|option_type|option_name|prerequisites|level_gained|class_associations|grant_value
class-artificer|Eberron|class|Artificer|None|0|Artificer|
spell-snilloc-s-snowball-swarm|Xanathar|spell|Snilloc's Snowball Swarm|Spell level |||
spell-warding-wind|Xanathar|spell|Warding Wind|Spell level |||
spell-catnap|Xanathar|spell|Catnap|Spell level |||
spell-enemies-abound|Xanathar|spell|Enemies Abound|Spell level |||
spell-erupting-earth|Xanathar|spell|Erupting Earth|Spell level |||
spell-flame-arrows|Xanathar|spell|Flame Arrows|Spell level |||
spell-life-transference|Xanathar|spell|Life Transference|Spell level |||
spell-melf-s-minute-meteors|Xanathar|spell|Melf's Minute Meteors|Spell level |||
spell-summon-lesser-demons|Xanathar|spell|Summon Lesser Demons|Spell level |||
spell-thunder-step|Xanathar|spell|Thunder Step|Spell level |||
spell-tidal-wave|Xanathar|spell|Tidal Wave|Spell level |||
spell-tiny-servant|Xanathar|spell|Tiny Servant|Spell level |||
spell-wall-of-sand|Xanathar|spell|Wall of Sand|Spell level |||
spell-wall-of-water|Xanathar|spell|Wall of Water|Spell level |||
spell-elemental-bane|Xanathar|spell|Elemental Bane|Spell level |||
spell-find-greater-steed|Xanathar|spell|Find Greater Steed|Spell level |||
spell-guardian-of-nature|Xanathar|spell|Guardian of Nature|Spell level |||
spell-shadow-of-moil|Xanathar|spell|Shadow of Moil|Spell level |||
spell-sickening-radiance|Xanathar|spell|Sickening Radiance|Spell level |||
spell-storm-sphere|Xanathar|spell|Storm Sphere|Spell level |||
spell-summon-greater-demon|Xanathar|spell|Summon Greater Demon|Spell level |||
spell-watery-sphere|Xanathar|spell|Watery Sphere|Spell level |||
spell-control-winds|Xanathar|spell|Control Winds|Spell level |||
spell-danse-macabre|Xanathar|spell|Danse Macabre|Spell level |||
spell-dawn|Xanathar|spell|Dawn|Spell level |||
spell-enervation|Xanathar|spell|Enervation|Spell level |||
spell-far-step|Xanathar|spell|Far Step|Spell level |||
spell-holy-weapon|Xanathar|spell|Holy Weapon|Spell level |||
spell-immolation|Xanathar|spell|Immolation|Spell level |||
spell-infernal-calling|Xanathar|spell|Infernal Calling|Spell level |||
spell-maelstrom|Xanathar|spell|Maelstrom|Spell level |||
spell-negative-energy-flood|Xanathar|spell|Negative Energy Flood|Spell level |||
spell-skill-empowerment|Xanathar|spell|Skill Empowerment|Spell level |||
spell-steel-wind-strike|Xanathar|spell|Steel Wind Strike|Spell level |||
spell-synaptic-static|Xanathar|spell|Synaptic Static|Spell level |||
spell-transmute-rock|Xanathar|spell|Transmute Rock|Spell level |||
spell-wall-of-light|Xanathar|spell|Wall of Light|Spell level |||
spell-wrath-of-nature|Xanathar|spell|Wrath of Nature|Spell level |||
spell-bones-of-the-earth|Xanathar|spell|Bones of the Earth|Spell level |||
spell-create-homunculus|Xanathar|spell|Create Homunculus|Spell level |||
spell-druid-grove|Xanathar|spell|Druid Grove|Spell level |||
spell-investiture-of-flame|Xanathar|spell|Investiture of Flame|Spell level |||
spell-investiture-of-ice|Xanathar|spell|Investiture of Ice|Spell level |||
spell-investiture-of-stone|Xanathar|spell|Investiture of Stone|Spell level |||
spell-investiture-of-wind|Xanathar|spell|Investiture of Wind|Spell level |||
spell-mental-prison|Xanathar|spell|Mental Prison|Spell level |||
spell-primordial-ward|Xanathar|spell|Primordial Ward|Spell level |||
spell-scatter|Xanathar|spell|Scatter|Spell level |||
spell-soul-cage|Xanathar|spell|Soul Cage|Spell level |||
spell-tenser-s-transformation|Xanathar|spell|Tenser's Transformation|Spell level |||
spell-crown-of-stars|Xanathar|spell|Crown of Stars|Spell level |||
spell-power-word-pain|Xanathar|spell|Power Word Pain|Spell level |||
spell-temple-of-the-gods|Xanathar|spell|Temple of the Gods|Spell level |||
spell-whirlwind|Xanathar|spell|Whirlwind|Spell level |||
spell-abi-dalzim-s-horrid-wilting|Xanathar|spell|Abi-Dalzim's Horrid Wilting|Spell level |||
spell-illusory-dragon|Xanathar|spell|Illusory Dragon|Spell level |||
spell-maddening-darkness|Xanathar|spell|Maddening Darkness|Spell level |||
spell-mighty-fortress|Xanathar|spell|Mighty Fortress|Spell level |||
spell-invulnerability|Xanathar|spell|Invulnerability|Spell level |||
spell-mass-polymorph|Xanathar|spell|Mass Polymorph|Spell level |||
spell-psychic-scream|Xanathar|spell|Psychic Scream|Spell level |||
item-club|SRD5.2.1|item|Club|Catalog prerequisites|0|Any|
item-dagger|SRD5.2.1|item|Dagger|Catalog prerequisites|0|Any|
item-greatclub|SRD5.2.1|item|Greatclub|Catalog prerequisites|0|Any|
item-handaxe|SRD5.2.1|item|Handaxe|Catalog prerequisites|0|Any|
item-javelin|SRD5.2.1|item|Javelin|Catalog prerequisites|0|Any|
item-light-hammer|SRD5.2.1|item|Light Hammer|Catalog prerequisites|0|Any|
item-mace|SRD5.2.1|item|Mace|Catalog prerequisites|0|Any|
item-quarterstaff|SRD5.2.1|item|Quarterstaff|Catalog prerequisites|0|Any|
item-sickle|SRD5.2.1|item|Sickle|Catalog prerequisites|0|Any|
item-spear|SRD5.2.1|item|Spear|Catalog prerequisites|0|Any|
item-dart|SRD5.2.1|item|Dart|Catalog prerequisites|0|Any|
item-light-crossbow|SRD5.2.1|item|Light Crossbow|Catalog prerequisites|0|Any|
item-shortbow|SRD5.2.1|item|Shortbow|Catalog prerequisites|0|Any|
item-sling|SRD5.2.1|item|Sling|Catalog prerequisites|0|Any|
item-battleaxe|SRD5.2.1|item|Battleaxe|Catalog prerequisites|0|Any|
item-flail|SRD5.2.1|item|Flail|Catalog prerequisites|0|Any|
item-glaive|SRD5.2.1|item|Glaive|Catalog prerequisites|0|Any|
item-greataxe|SRD5.2.1|item|Greataxe|Catalog prerequisites|0|Any|
item-greatsword|SRD5.2.1|item|Greatsword|Catalog prerequisites|0|Any|
item-halberd|SRD5.2.1|item|Halberd|Catalog prerequisites|0|Any|
item-lance|SRD5.2.1|item|Lance|Catalog prerequisites|0|Any|
item-longsword|SRD5.2.1|item|Longsword|Catalog prerequisites|0|Any|
item-maul|SRD5.2.1|item|Maul|Catalog prerequisites|0|Any|
item-morningstar|SRD5.2.1|item|Morningstar|Catalog prerequisites|0|Any|
item-pike|SRD5.2.1|item|Pike|Catalog prerequisites|0|Any|
item-rapier|SRD5.2.1|item|Rapier|Catalog prerequisites|0|Any|
item-scimitar|SRD5.2.1|item|Scimitar|Catalog prerequisites|0|Any|
item-shortsword|SRD5.2.1|item|Shortsword|Catalog prerequisites|0|Any|
item-trident|SRD5.2.1|item|Trident|Catalog prerequisites|0|Any|
item-warhammer|SRD5.2.1|item|Warhammer|Catalog prerequisites|0|Any|
item-war-pick|SRD5.2.1|item|War Pick|Catalog prerequisites|0|Any|
item-whip|SRD5.2.1|item|Whip|Catalog prerequisites|0|Any|
item-blowgun|SRD5.2.1|item|Blowgun|Catalog prerequisites|0|Any|
item-hand-crossbow|SRD5.2.1|item|Hand Crossbow|Catalog prerequisites|0|Any|
item-heavy-crossbow|SRD5.2.1|item|Heavy Crossbow|Catalog prerequisites|0|Any|
item-longbow|SRD5.2.1|item|Longbow|Catalog prerequisites|0|Any|
item-musket|SRD5.2.1|item|Musket|Catalog prerequisites|0|Any|
item-pistol|SRD5.2.1|item|Pistol|Catalog prerequisites|0|Any|
item-padded-armor|SRD5.2.1|item|Padded Armor|Catalog prerequisites|0|Any|
item-leather-armor|SRD5.2.1|item|Leather Armor|Catalog prerequisites|0|Any|
item-studded-leather-armor|SRD5.2.1|item|Studded Leather Armor|Catalog prerequisites|0|Any|
item-hide-armor|SRD5.2.1|item|Hide Armor|Catalog prerequisites|0|Any|
item-chain-shirt|SRD5.2.1|item|Chain Shirt|Catalog prerequisites|0|Any|
item-scale-mail|SRD5.2.1|item|Scale Mail|Catalog prerequisites|0|Any|
item-breastplate|SRD5.2.1|item|Breastplate|Catalog prerequisites|0|Any|
item-half-plate-armor|SRD5.2.1|item|Half Plate Armor|Catalog prerequisites|0|Any|
item-ring-mail|SRD5.2.1|item|Ring Mail|Catalog prerequisites|0|Any|
item-chain-mail|SRD5.2.1|item|Chain Mail|Catalog prerequisites|0|Any|
item-splint-armor|SRD5.2.1|item|Splint Armor|Catalog prerequisites|0|Any|
item-plate-armor|SRD5.2.1|item|Plate Armor|Catalog prerequisites|0|Any|
item-shield|SRD5.2.1|item|Shield|Catalog prerequisites|0|Any|
item-acid|SRD5.2.1|item|Acid|Catalog prerequisites|0|Any|
item-alchemist-s-fire|SRD5.2.1|item|Alchemist's Fire|Catalog prerequisites|0|Any|
item-ammunition|SRD5.2.1|item|Ammunition|Catalog prerequisites|0|Any|
item-antitoxin|SRD5.2.1|item|Antitoxin|Catalog prerequisites|0|Any|
item-arcane-focus|SRD5.2.1|item|Arcane Focus|Catalog prerequisites|0|Any|
item-backpack|SRD5.2.1|item|Backpack|Catalog prerequisites|0|Any|
item-ball-bearings|SRD5.2.1|item|Ball Bearings|Catalog prerequisites|0|Any|
item-barrel|SRD5.2.1|item|Barrel|Catalog prerequisites|0|Any|
item-basket|SRD5.2.1|item|Basket|Catalog prerequisites|0|Any|
item-bedroll|SRD5.2.1|item|Bedroll|Catalog prerequisites|0|Any|
item-bell|SRD5.2.1|item|Bell|Catalog prerequisites|0|Any|
item-blanket|SRD5.2.1|item|Blanket|Catalog prerequisites|0|Any|
item-block-and-tackle|SRD5.2.1|item|Block and Tackle|Catalog prerequisites|0|Any|
item-book|SRD5.2.1|item|Book|Catalog prerequisites|0|Any|
item-bottle-glass|SRD5.2.1|item|Bottle, Glass|Catalog prerequisites|0|Any|
item-bucket|SRD5.2.1|item|Bucket|Catalog prerequisites|0|Any|
item-burglar-s-pack|SRD5.2.1|item|Burglar's Pack|Catalog prerequisites|0|Any|
item-caltrops|SRD5.2.1|item|Caltrops|Catalog prerequisites|0|Any|
item-candle|SRD5.2.1|item|Candle|Catalog prerequisites|0|Any|
item-case-crossbow-bolt|SRD5.2.1|item|Case, Crossbow Bolt|Catalog prerequisites|0|Any|
item-case-map-or-scroll|SRD5.2.1|item|Case, Map or Scroll|Catalog prerequisites|0|Any|
item-chain|SRD5.2.1|item|Chain|Catalog prerequisites|0|Any|
item-chest|SRD5.2.1|item|Chest|Catalog prerequisites|0|Any|
item-climber-s-kit|SRD5.2.1|item|Climber's Kit|Catalog prerequisites|0|Any|
item-clothes-fine|SRD5.2.1|item|Clothes, Fine|Catalog prerequisites|0|Any|
item-clothes-traveler-s|SRD5.2.1|item|Clothes, Traveler's|Catalog prerequisites|0|Any|
item-component-pouch|SRD5.2.1|item|Component Pouch|Catalog prerequisites|0|Any|
item-costume|SRD5.2.1|item|Costume|Catalog prerequisites|0|Any|
item-crowbar|SRD5.2.1|item|Crowbar|Catalog prerequisites|0|Any|
item-diplomat-s-pack|SRD5.2.1|item|Diplomat's Pack|Catalog prerequisites|0|Any|
item-druidic-focus|SRD5.2.1|item|Druidic Focus|Catalog prerequisites|0|Any|
item-dungeoneer-s-pack|SRD5.2.1|item|Dungeoneer's Pack|Catalog prerequisites|0|Any|
item-entertainer-s-pack|SRD5.2.1|item|Entertainer's Pack|Catalog prerequisites|0|Any|
item-explorer-s-pack|SRD5.2.1|item|Explorer's Pack|Catalog prerequisites|0|Any|
item-flask|SRD5.2.1|item|Flask|Catalog prerequisites|0|Any|
item-grappling-hook|SRD5.2.1|item|Grappling Hook|Catalog prerequisites|0|Any|
item-healer-s-kit|SRD5.2.1|item|Healer's Kit|Catalog prerequisites|0|Any|
item-holy-symbol|SRD5.2.1|item|Holy Symbol|Catalog prerequisites|0|Any|
item-holy-water|SRD5.2.1|item|Holy Water|Catalog prerequisites|0|Any|
item-hunting-trap|SRD5.2.1|item|Hunting Trap|Catalog prerequisites|0|Any|
item-ink|SRD5.2.1|item|Ink|Catalog prerequisites|0|Any|
item-ink-pen|SRD5.2.1|item|Ink Pen|Catalog prerequisites|0|Any|
item-jug|SRD5.2.1|item|Jug|Catalog prerequisites|0|Any|
item-ladder|SRD5.2.1|item|Ladder|Catalog prerequisites|0|Any|
item-lamp|SRD5.2.1|item|Lamp|Catalog prerequisites|0|Any|
item-lantern-bullseye|SRD5.2.1|item|Lantern, Bullseye|Catalog prerequisites|0|Any|
item-lantern-hooded|SRD5.2.1|item|Lantern, Hooded|Catalog prerequisites|0|Any|
item-lock|SRD5.2.1|item|Lock|Catalog prerequisites|0|Any|
item-magnifying-glass|SRD5.2.1|item|Magnifying Glass|Catalog prerequisites|0|Any|
item-manacles|SRD5.2.1|item|Manacles|Catalog prerequisites|0|Any|
item-map|SRD5.2.1|item|Map|Catalog prerequisites|0|Any|
item-mirror|SRD5.2.1|item|Mirror|Catalog prerequisites|0|Any|
item-net|SRD5.2.1|item|Net|Catalog prerequisites|0|Any|
item-oil|SRD5.2.1|item|Oil|Catalog prerequisites|0|Any|
item-paper|SRD5.2.1|item|Paper|Catalog prerequisites|0|Any|
item-parchment|SRD5.2.1|item|Parchment|Catalog prerequisites|0|Any|
item-perfume|SRD5.2.1|item|Perfume|Catalog prerequisites|0|Any|
item-poison-basic|SRD5.2.1|item|Poison, Basic|Catalog prerequisites|0|Any|
item-pole|SRD5.2.1|item|Pole|Catalog prerequisites|0|Any|
item-pot-iron|SRD5.2.1|item|Pot, Iron|Catalog prerequisites|0|Any|
item-potion-of-healing|SRD5.2.1|item|Potion of Healing|Catalog prerequisites|0|Any|
item-pouch|SRD5.2.1|item|Pouch|Catalog prerequisites|0|Any|
item-priest-s-pack|SRD5.2.1|item|Priest's Pack|Catalog prerequisites|0|Any|
item-quiver|SRD5.2.1|item|Quiver|Catalog prerequisites|0|Any|
item-ram-portable|SRD5.2.1|item|Ram, Portable|Catalog prerequisites|0|Any|
item-rations|SRD5.2.1|item|Rations|Catalog prerequisites|0|Any|
item-robe|SRD5.2.1|item|Robe|Catalog prerequisites|0|Any|
item-rope|SRD5.2.1|item|Rope|Catalog prerequisites|0|Any|
item-sack|SRD5.2.1|item|Sack|Catalog prerequisites|0|Any|
item-scholar-s-pack|SRD5.2.1|item|Scholar's Pack|Catalog prerequisites|0|Any|
item-shovel|SRD5.2.1|item|Shovel|Catalog prerequisites|0|Any|
item-signal-whistle|SRD5.2.1|item|Signal Whistle|Catalog prerequisites|0|Any|
item-spell-scroll-cantrip|SRD5.2.1|item|Spell Scroll (Cantrip)|Catalog prerequisites|0|Any|
item-spell-scroll-level-1|SRD5.2.1|item|Spell Scroll (Level 1)|Catalog prerequisites|0|Any|
item-spikes-iron|SRD5.2.1|item|Spikes, Iron|Catalog prerequisites|0|Any|
item-spyglass|SRD5.2.1|item|Spyglass|Catalog prerequisites|0|Any|
item-string|SRD5.2.1|item|String|Catalog prerequisites|0|Any|
item-tent|SRD5.2.1|item|Tent|Catalog prerequisites|0|Any|
item-tinderbox|SRD5.2.1|item|Tinderbox|Catalog prerequisites|0|Any|
item-torch|SRD5.2.1|item|Torch|Catalog prerequisites|0|Any|
item-vial|SRD5.2.1|item|Vial|Catalog prerequisites|0|Any|
item-waterskin|SRD5.2.1|item|Waterskin|Catalog prerequisites|0|Any|
item-arrows|SRD5.2.1|item|Arrows|Catalog prerequisites|0|Any|
item-bolts|SRD5.2.1|item|Bolts|Catalog prerequisites|0|Any|
item-bullets-firearm|SRD5.2.1|item|Bullets, Firearm|Catalog prerequisites|0|Any|
item-bullets-sling|SRD5.2.1|item|Bullets, Sling|Catalog prerequisites|0|Any|
item-needles|SRD5.2.1|item|Needles|Catalog prerequisites|0|Any|
item-crystal|SRD5.2.1|item|Crystal|Catalog prerequisites|0|Any|
item-orb|SRD5.2.1|item|Orb|Catalog prerequisites|0|Any|
item-rod|SRD5.2.1|item|Rod|Catalog prerequisites|0|Any|
item-staff-also-a-quarterstaff|SRD5.2.1|item|Staff (also a Quarterstaff)|Catalog prerequisites|0|Any|
item-wand|SRD5.2.1|item|Wand|Catalog prerequisites|0|Any|
item-sprig-of-mistletoe|SRD5.2.1|item|Sprig of mistletoe|Catalog prerequisites|0|Any|
item-wooden-staff-also-a-quarterstaff|SRD5.2.1|item|Wooden staff (also a Quarterstaff)|Catalog prerequisites|0|Any|
item-yew-wand|SRD5.2.1|item|Yew wand|Catalog prerequisites|0|Any|
item-amulet-worn-or-held|SRD5.2.1|item|Amulet (worn or held)|Catalog prerequisites|0|Any|
item-emblem-borne-on-fabric-or-a-shield|SRD5.2.1|item|Emblem (borne on fabric or a Shield)|Catalog prerequisites|0|Any|
item-reliquary-held|SRD5.2.1|item|Reliquary (held)|Catalog prerequisites|0|Any|
item-spell-scroll|SRD5.2.1|item|Spell Scroll|Catalog prerequisites|0|Any|
item-camel|SRD5.2.1|item|Camel|Catalog prerequisites|0|Any|
item-elephant|SRD5.2.1|item|Elephant|Catalog prerequisites|0|Any|
item-horse-draft|SRD5.2.1|item|Horse, Draft|Catalog prerequisites|0|Any|
item-horse-riding|SRD5.2.1|item|Horse, Riding|Catalog prerequisites|0|Any|
item-mastiff|SRD5.2.1|item|Mastiff|Catalog prerequisites|0|Any|
item-mule|SRD5.2.1|item|Mule|Catalog prerequisites|0|Any|
item-pony|SRD5.2.1|item|Pony|Catalog prerequisites|0|Any|
item-warhorse|SRD5.2.1|item|Warhorse|Catalog prerequisites|0|Any|
item-carriage|SRD5.2.1|item|Carriage|Catalog prerequisites|0|Any|
item-cart|SRD5.2.1|item|Cart|Catalog prerequisites|0|Any|
item-chariot|SRD5.2.1|item|Chariot|Catalog prerequisites|0|Any|
item-feed-per-day|SRD5.2.1|item|Feed per day|Catalog prerequisites|0|Any|
item-saddle|SRD5.2.1|item|Saddle|Catalog prerequisites|0|Any|
item-exotic|SRD5.2.1|item|Exotic|Catalog prerequisites|0|Any|
item-military|SRD5.2.1|item|Military|Catalog prerequisites|0|Any|
item-riding|SRD5.2.1|item|Riding|Catalog prerequisites|0|Any|
item-sled|SRD5.2.1|item|Sled|Catalog prerequisites|0|Any|
item-stabling-per-day|SRD5.2.1|item|Stabling per day|Catalog prerequisites|0|Any|
item-wagon|SRD5.2.1|item|Wagon|Catalog prerequisites|0|Any|
item-airship|SRD5.2.1|item|Airship|Catalog prerequisites|0|Any|
item-galley|SRD5.2.1|item|Galley|Catalog prerequisites|0|Any|
item-keelboat|SRD5.2.1|item|Keelboat|Catalog prerequisites|0|Any|
item-longship|SRD5.2.1|item|Longship|Catalog prerequisites|0|Any|
item-rowboat|SRD5.2.1|item|Rowboat|Catalog prerequisites|0|Any|
item-sailing-ship|SRD5.2.1|item|Sailing Ship|Catalog prerequisites|0|Any|
item-warship|SRD5.2.1|item|Warship|Catalog prerequisites|0|Any|
item-adamantine-armor|SRD5.2.1|item|Adamantine Armor|Catalog prerequisites|0|Any|
item-ammunition-1-2-or-3|SRD5.2.1|item|Ammunition, +1, +2, or +3|Catalog prerequisites|0|Any|
item-ammunition-of-slaying|SRD5.2.1|item|Ammunition of Slaying|Catalog prerequisites|0|Any|
item-amulet-of-health|SRD5.2.1|item|Amulet of Health|Catalog prerequisites|0|Any|
item-amulet-of-proof-against-detection-and-location|SRD5.2.1|item|Amulet of Proof against Detection and Location|Catalog prerequisites|0|Any|
item-amulet-of-the-planes|SRD5.2.1|item|Amulet of the Planes|Catalog prerequisites|0|Any|
item-animated-shield|SRD5.2.1|item|Animated Shield|Catalog prerequisites|0|Any|
item-apparatus-of-the-crab|SRD5.2.1|item|Apparatus of the Crab|Catalog prerequisites|0|Any|
item-armor-1-2-or-3|SRD5.2.1|item|Armor, +1, +2, or +3|Catalog prerequisites|0|Any|
item-armor-of-invulnerability|SRD5.2.1|item|Armor of Invulnerability|Catalog prerequisites|0|Any|
item-armor-of-resistance|SRD5.2.1|item|Armor of Resistance|Catalog prerequisites|0|Any|
item-armor-of-vulnerability|SRD5.2.1|item|Armor of Vulnerability|Catalog prerequisites|0|Any|
item-arrow-catching-shield|SRD5.2.1|item|Arrow-Catching Shield|Catalog prerequisites|0|Any|
item-bag-of-beans|SRD5.2.1|item|Bag of Beans|Catalog prerequisites|0|Any|
item-bag-of-devouring|SRD5.2.1|item|Bag of Devouring|Catalog prerequisites|0|Any|
item-bag-of-holding|SRD5.2.1|item|Bag of Holding|Catalog prerequisites|0|Any|
item-bag-of-tricks|SRD5.2.1|item|Bag of Tricks|Catalog prerequisites|0|Any|
item-bead-of-force|SRD5.2.1|item|Bead of Force|Catalog prerequisites|0|Any|
item-bead-of-nourishment|SRD5.2.1+XGTE|item|Bead of Nourishment|Catalog prerequisites|0|Any|
item-belt-of-dwarvenkind|SRD5.2.1|item|Belt of Dwarvenkind|Catalog prerequisites|0|Any|
item-belt-of-giant-strength|SRD5.2.1|item|Belt of Giant Strength|Catalog prerequisites|0|Any|
item-berserker-axe|SRD5.2.1|item|Berserker Axe|Catalog prerequisites|0|Any|
item-boots-of-elvenkind|SRD5.2.1|item|Boots of Elvenkind|Catalog prerequisites|0|Any|
item-boots-of-levitation|SRD5.2.1|item|Boots of Levitation|Catalog prerequisites|0|Any|
item-boots-of-speed|SRD5.2.1|item|Boots of Speed|Catalog prerequisites|0|Any|
item-boots-of-striding-and-springing|SRD5.2.1|item|Boots of Striding and Springing|Catalog prerequisites|0|Any|
item-boots-of-the-winterlands|SRD5.2.1|item|Boots of the Winterlands|Catalog prerequisites|0|Any|
item-bowl-of-commanding-water-elementals|SRD5.2.1|item|Bowl of Commanding Water Elementals|Catalog prerequisites|0|Any|
item-bracers-of-archery|SRD5.2.1|item|Bracers of Archery|Catalog prerequisites|0|Any|
item-bracers-of-defense|SRD5.2.1|item|Bracers of Defense|Catalog prerequisites|0|Any|
item-brazier-of-commanding-fire-elementals|SRD5.2.1|item|Brazier of Commanding Fire Elementals|Catalog prerequisites|0|Any|
item-brooch-of-shielding|SRD5.2.1|item|Brooch of Shielding|Catalog prerequisites|0|Any|
item-broom-of-flying|SRD5.2.1|item|Broom of Flying|Catalog prerequisites|0|Any|
item-candle-of-invocation|SRD5.2.1|item|Candle of Invocation|Catalog prerequisites|0|Any|
item-cape-of-the-mountebank|SRD5.2.1|item|Cape of the Mountebank|Catalog prerequisites|0|Any|
item-carpet-of-flying|SRD5.2.1|item|Carpet of Flying|Catalog prerequisites|0|Any|
item-censer-of-controlling-air-elementals|SRD5.2.1|item|Censer of Controlling Air Elementals|Catalog prerequisites|0|Any|
item-chime-of-opening|SRD5.2.1|item|Chime of Opening|Catalog prerequisites|0|Any|
item-circlet-of-blasting|SRD5.2.1|item|Circlet of Blasting|Catalog prerequisites|0|Any|
item-cloak-of-arachnida|SRD5.2.1|item|Cloak of Arachnida|Catalog prerequisites|0|Any|
item-cloak-of-displacement|SRD5.2.1|item|Cloak of Displacement|Catalog prerequisites|0|Any|
item-cloak-of-elvenkind|SRD5.2.1|item|Cloak of Elvenkind|Catalog prerequisites|0|Any|
item-cloak-of-invisibility|SRD5.2.1|item|Cloak of Invisibility|Catalog prerequisites|0|Any|
item-cloak-of-protection|SRD5.2.1|item|Cloak of Protection|Catalog prerequisites|0|Any|
item-cloak-of-the-bat|SRD5.2.1|item|Cloak of the Bat|Catalog prerequisites|0|Any|
item-cloak-of-the-manta-ray|SRD5.2.1|item|Cloak of the Manta Ray|Catalog prerequisites|0|Any|
item-crystal-ball|SRD5.2.1|item|Crystal Ball|Catalog prerequisites|0|Any|
item-crystal-ball-of-mind-reading|SRD5.2.1|item|Crystal Ball of Mind Reading|Catalog prerequisites|0|Any|
item-crystal-ball-of-telepathy|SRD5.2.1|item|Crystal Ball of Telepathy|Catalog prerequisites|0|Any|
item-crystal-ball-of-true-seeing|SRD5.2.1|item|Crystal Ball of True Seeing|Catalog prerequisites|0|Any|
item-cube-of-force|SRD5.2.1|item|Cube of Force|Catalog prerequisites|0|Any|
item-cubic-gate|SRD5.2.1|item|Cubic Gate|Catalog prerequisites|0|Any|
item-dagger-of-venom|SRD5.2.1|item|Dagger of Venom|Catalog prerequisites|0|Any|
item-dancing-sword|SRD5.2.1|item|Dancing Sword|Catalog prerequisites|0|Any|
item-decanter-of-endless-water|SRD5.2.1|item|Decanter of Endless Water|Catalog prerequisites|0|Any|
item-deck-of-illusions|SRD5.2.1|item|Deck of Illusions|Catalog prerequisites|0|Any|
item-defender|SRD5.2.1|item|Defender|Catalog prerequisites|0|Any|
item-demon-armor|SRD5.2.1|item|Demon Armor|Catalog prerequisites|0|Any|
item-dimensional-shackles|SRD5.2.1|item|Dimensional Shackles|Catalog prerequisites|0|Any|
item-dragon-orb|SRD5.2.1|item|Dragon Orb|Catalog prerequisites|0|Any|
item-dragon-scale-mail|SRD5.2.1|item|Dragon Scale Mail|Catalog prerequisites|0|Any|
item-dragon-slayer|SRD5.2.1|item|Dragon Slayer|Catalog prerequisites|0|Any|
item-dust-of-disappearance|SRD5.2.1|item|Dust of Disappearance|Catalog prerequisites|0|Any|
item-dust-of-dryness|SRD5.2.1|item|Dust of Dryness|Catalog prerequisites|0|Any|
item-dust-of-sneezing-and-choking|SRD5.2.1|item|Dust of Sneezing and Choking|Catalog prerequisites|0|Any|
item-dwarven-plate|SRD5.2.1|item|Dwarven Plate|Catalog prerequisites|0|Any|
item-dwarven-thrower|SRD5.2.1|item|Dwarven Thrower|Catalog prerequisites|0|Any|
item-efficient-quiver|SRD5.2.1|item|Efficient Quiver|Catalog prerequisites|0|Any|
item-efreeti-bottle|SRD5.2.1|item|Efreeti Bottle|Catalog prerequisites|0|Any|
item-elemental-gem|SRD5.2.1|item|Elemental Gem|Catalog prerequisites|0|Any|
item-elixir-of-health|SRD5.2.1|item|Elixir of Health|Catalog prerequisites|0|Any|
item-elven-chain|SRD5.2.1|item|Elven Chain|Catalog prerequisites|0|Any|
item-energy-bow|SRD5.2.1|item|Energy Bow|Catalog prerequisites|0|Any|
item-eversmoking-bottle|SRD5.2.1|item|Eversmoking Bottle|Catalog prerequisites|0|Any|
item-eyes-of-charming|SRD5.2.1|item|Eyes of Charming|Catalog prerequisites|0|Any|
item-eyes-of-minute-seeing|SRD5.2.1|item|Eyes of Minute Seeing|Catalog prerequisites|0|Any|
item-eyes-of-the-eagle|SRD5.2.1|item|Eyes of the Eagle|Catalog prerequisites|0|Any|
item-feather-token|SRD5.2.1|item|Feather Token|Catalog prerequisites|0|Any|
item-figurine-of-wondrous-power|SRD5.2.1|item|Figurine of Wondrous Power|Catalog prerequisites|0|Any|
item-flame-tongue|SRD5.2.1|item|Flame Tongue|Catalog prerequisites|0|Any|
item-folding-boat|SRD5.2.1|item|Folding Boat|Catalog prerequisites|0|Any|
item-frost-brand|SRD5.2.1|item|Frost Brand|Catalog prerequisites|0|Any|
item-gauntlets-of-ogre-power|SRD5.2.1|item|Gauntlets of Ogre Power|Catalog prerequisites|0|Any|
item-gem-of-brightness|SRD5.2.1|item|Gem of Brightness|Catalog prerequisites|0|Any|
item-gem-of-seeing|SRD5.2.1|item|Gem of Seeing|Catalog prerequisites|0|Any|
item-giant-slayer|SRD5.2.1|item|Giant Slayer|Catalog prerequisites|0|Any|
item-glamoured-studded-leather|SRD5.2.1|item|Glamoured Studded Leather|Catalog prerequisites|0|Any|
item-gloves-of-missile-snaring|SRD5.2.1|item|Gloves of Missile Snaring|Catalog prerequisites|0|Any|
item-gloves-of-swimming-and-climbing|SRD5.2.1|item|Gloves of Swimming and Climbing|Catalog prerequisites|0|Any|
item-gloves-of-thievery|SRD5.2.1|item|Gloves of Thievery|Catalog prerequisites|0|Any|
item-goggles-of-night|SRD5.2.1|item|Goggles of Night|Catalog prerequisites|0|Any|
item-hammer-of-thunderbolts|SRD5.2.1|item|Hammer of Thunderbolts|Catalog prerequisites|0|Any|
item-handy-haversack|SRD5.2.1|item|Handy Haversack|Catalog prerequisites|0|Any|
item-hat-of-disguise|SRD5.2.1|item|Hat of Disguise|Catalog prerequisites|0|Any|
